"Município";"Cirúrgicos";"Clínicos";"Obstétrico";"Pediátrico";"Outras Especialidades";"Hospital/DIA";"Total"
"270820 São Brás";1;1;1;-;-;-;3
"270830 São José da Laje";2;31;7;10;-;-;50
"270840 São José da Tapera";2;8;5;5;-;-;20
"270850 São Luís do Quitunde";-;13;7;7;-;-;27
"270860 São Miguel dos Campos";30;41;22;18;10;-;121
"270870 São Miguel dos Milagres";-;-;-;-;-;-;-
"270880 São Sebastião";-;-;6;-;-;-;6
"270890 Satuba";-;-;-;-;-;-;-
"270895 Senador Rui Palmeira";-;-;-;-;-;-;-
"270900 Tanque d'Arca";-;-;-;-;-;-;-
"270910 Taquarana";-;1;-;-;-;-;1
"270915 Teotônio Vilela";7;14;12;12;5;-;50
"270920 Traipu";-;-;9;-;-;-;9
"270930 União dos Palmares";20;11;22;6;-;-;59
"270940 Viçosa";5;20;5;10;-;-;40
"270000 Município ignorado - AL";-;-;-;-;-;-;-
"280010 Amparo de São Francisco";-;-;-;-;-;-;-
"280020 Aquidabã";-;22;-;10;-;-;32
"280030 Aracaju";505;447;141;141;134;18;1386
"280040 Arauá";-;1;-;-;-;-;1
"280050 Areia Branca";-;-;-;-;-;-;-
"280060 Barra dos Coqueiros";-;-;-;-;-;-;-
"280067 Boquim";-;18;-;-;-;-;18
"280070 Brejo Grande";-;-;-;-;-;-;-
"280100 Campo do Brito";-;-;-;-;-;-;-
"280110 Canhoba";-;-;-;-;-;-;-
"280120 Canindé de São Francisco";9;10;-;8;-;-;27
"280130 Capela";1;26;20;18;-;-;65
"280140 Carira";-;1;-;-;-;-;1
"280150 Carmópolis";-;1;-;-;-;-;1
"280160 Cedro de São João";-;-;-;-;-;-;-
"280170 Cristinápolis";-;-;-;-;-;-;-
"280190 Cumbe";-;-;-;-;-;-;-
"280200 Divina Pastora";-;-;-;-;-;-;-
"280210 Estância";99;53;32;13;15;-;212
"280220 Feira Nova";-;-;-;-;-;-;-
"280230 Frei Paulo";-;1;-;-;-;-;1
"280240 Gararu";-;-;-;-;-;-;-
"280250 General Maynard";-;-;-;-;-;-;-
"280260 Gracho Cardoso";-;-;-;-;-;-;-
"280270 Ilha das Flores";-;-;-;-;-;-;-
"280280 Indiaroba";-;-;-;-;-;-;-
"280290 Itabaiana";40;21;45;16;-;1;123
"280300 Itabaianinha";-;17;3;5;-;-;25
"280310 Itabi";-;-;-;-;-;-;-
"280320 Itaporanga d'Ajuda";-;-;-;-;-;-;-
"280330 Japaratuba";-;-;-;-;-;-;-
"280340 Japoatã";8;5;8;-;-;-;21
"280350 Lagarto";51;32;29;12;-;-;124
"280360 Laranjeiras";-;1;-;-;-;-;1
"280370 Macambira";-;-;-;-;-;-;-
"280380 Malhada dos Bois";-;-;-;-;-;-;-
"280390 Malhador";-;-;-;-;-;-;-
"280400 Maruim";-;-;-;-;-;-;-
"280410 Moita Bonita";-;-;-;-;-;-;-
"280420 Monte Alegre de Sergipe";-;6;-;1;-;-;7
"280430 Muribeca";-;-;-;-;-;-;-
"280440 Neópolis";-;17;-;8;-;-;25
"280445 Nossa Senhora Aparecida";-;-;-;-;-;-;-
"280450 Nossa Senhora da Glória";1;12;32;4;-;-;49
"280460 Nossa Senhora das Dores";-;-;-;-;-;-;-
"280470 Nossa Senhora de Lourdes";-;-;-;-;-;-;-
"280480 Nossa Senhora do Socorro";10;20;25;1;-;-;56
"280490 Pacatuba";-;-;-;-;-;-;-
"280500 Pedra Mole";-;-;-;-;-;-;-
"280510 Pedrinhas";-;-;-;-;-;-;-
"280520 Pinhão";-;-;-;-;-;-;-
"280530 Pirambu";-;-;-;-;-;-;-
"280540 Poço Redondo";-;12;2;4;-;-;18
"280550 Poço Verde";-;12;-;-;-;-;12
"280560 Porto da Folha";4;6;4;4;-;-;18
"280570 Propriá";17;11;16;5;-;-;49
"280580 Riachão do Dantas";-;-;1;-;-;-;1
"280590 Riachuelo";5;44;-;7;-;-;56
"280600 Ribeirópolis";-;-;-;-;-;-;-
"280610 Rosário do Catete";-;11;1;2;-;-;14
"280620 Salgado";-;-;-;-;-;-;-
"280630 Santa Luzia do Itanhy";-;-;-;-;-;-;-
"280650 Santa Rosa de Lima";-;-;-;-;-;-;-
"280640 Santana do São Francisco";-;-;-;-;-;-;-
"280660 Santo Amaro das Brotas";-;-;-;-;-;-;-
"280670 São Cristóvão";-;30;-;-;-;-;30
"280680 São Domingos";-;-;-;-;-;-;-
"280690 São Francisco";-;-;-;-;-;-;-
"280700 São Miguel do Aleixo";-;-;-;-;-;-;-
"280710 Simão Dias";-;2;-;-;-;-;2
"280720 Siriri";-;-;-;-;-;-;-
"280730 Telha";-;-;-;-;-;-;-
"280740 Tobias Barreto";-;-;-;-;-;-;-
"280750 Tomar do Geru";-;-;-;-;-;-;-
"280760 Umbaúba";-;-;1;-;-;-;1
"280000 Município ignorado - SE";-;-;-;-;-;-;-
"290010 Abaíra";-;4;2;3;-;-;9
"290020 Abaré";2;8;8;6;-;-;24
"290030 Acajutiba";-;8;-;-;-;-;8
"290035 Adustina";-;15;4;-;-;-;19
"290040 Água Fria";-;7;5;8;-;-;20
"290060 Aiquara";-;8;1;4;-;-;13
"290070 Alagoinhas";60;61;22;22;6;1;172
"290080 Alcobaça";14;21;6;10;-;-;51
"290090 Almadina";-;-;-;-;-;-;-
"290100 Amargosa";15;19;10;8;-;-;52
"290110 Amélia Rodrigues";-;6;5;5;-;-;16
"290115 América Dourada";2;14;5;5;-;-;26
"290120 Anagé";3;15;9;6;-;-;33
"290130 Andaraí";-;20;6;6;-;-;32
"290135 Andorinha";-;5;-;-;-;-;5
"290140 Angical";-;6;-;-;-;-;6
"290150 Anguera";-;4;1;1;-;-;6
"290160 Antas";36;57;27;22;-;-;142
"290170 Antônio Cardoso";-;-;-;-;-;-;-
"290180 Antônio Gonçalves";-;-;-;-;-;-;-
"290190 Aporá";-;1;-;-;-;-;1
"290195 Apuarema";-;-;-;-;-;-;-
"290205 Araças";-;15;4;4;-;-;23
"290200 Aracatu";12;10;4;7;-;-;33
"290210 Araci";12;16;11;9;-;-;48
"290220 Aramari";-;-;-;-;-;-;-
"290225 Arataca";-;-;-;-;-;-;-
"290230 Aratuípe";-;-;-;-;-;-;-
"290240 Aurelino Leal";14;9;7;10;-;-;40
"290250 Baianópolis";8;8;4;8;-;-;28
"290260 Baixa Grande";6;15;7;8;-;-;36
"290265 Banzaê";-;-;-;-;-;-;-
"290270 Barra";25;16;19;22;-;-;82
"290280 Barra da Estiva";9;38;10;10;-;-;67
"290290 Barra do Choça";4;16;4;8;-;-;32
"290300 Barra do Mendes";4;11;5;6;-;-;26
"290310 Barra do Rocha";-;-;-;-;-;-;-
"290320 Barreiras";105;87;55;42;2;10;301
"290323 Barro Alto";2;11;3;6;-;-;22
"290330 Barro Preto";8;13;5;7;-;-;33
"290327 Barrocas";-;20;4;5;-;-;29
"290340 Belmonte";15;8;8;9;-;-;40
"290350 Belo Campo";5;23;6;8;2;-;44
"290360 Biritinga";-;8;3;3;-;-;14
"290370 Boa Nova";-;-;-;-;-;-;-
"290380 Boa Vista do Tupim";-;6;4;4;-;-;14
"290390 Bom Jesus da Lapa";20;16;33;21;-;-;90
"290395 Bom Jesus da Serra";-;5;2;7;-;-;14
"290400 Boninal";4;8;4;8;-;-;24
"290405 Bonito";-;6;4;6;-;-;16
"290410 Boquira";7;10;3;6;-;-;26
"290420 Botuporã";-;8;4;4;-;-;16
"290430 Brejões";2;9;4;4;-;-;19
"290440 Brejolândia";8;12;9;6;-;-;35
"290450 Brotas de Macaúbas";-;8;3;4;-;-;15
"290460 Brumado";29;45;14;12;-;-;100
"290470 Buerarema";-;-;-;-;-;-;-
"290475 Buritirama";-;10;5;4;-;-;19
"290480 Caatiba";-;10;2;2;-;-;14
"290485 Cabaceiras do Paraguaçu";-;4;-;-;-;-;4
"290490 Cachoeira";34;28;11;10;-;-;83
"290500 Caculé";8;27;5;9;-;-;49
"290510 Caém";5;16;6;9;-;-;36
"290515 Caetanos";-;-;-;-;-;-;-
"290520 Caetité";50;45;30;9;-;-;134
"290530 Cafarnaum";6;12;7;8;-;-;33
"290540 Cairu";-;-;-;-;-;-;-
"290550 Caldeirão Grande";4;21;6;8;-;-;39
"290560 Camacan";6;20;15;9;-;-;50
"290570 Camaçari";119;21;40;20;8;2;210
"290580 Camamu";-;8;4;4;1;-;17
"290590 Campo Alegre de Lourdes";8;12;8;8;-;-;36
"290600 Campo Formoso";22;15;14;22;-;-;73
"290610 Canápolis";6;6;4;6;2;-;24
"290620 Canarana";3;15;6;12;-;-;36
"290630 Canavieiras";15;20;20;10;-;-;65
"290640 Candeal";-;6;1;-;-;-;7
"290650 Candeias";9;22;11;4;-;-;46
"290660 Candiba";6;13;12;6;-;-;37
"290670 Cândido Sales";7;15;18;15;-;-;55
"290680 Cansanção";13;16;8;9;-;-;46
"290682 Canudos";8;10;13;10;-;-;41
"290685 Capela do Alto Alegre";-;6;3;2;-;-;11
"290687 Capim Grosso";21;24;8;4;-;-;57
"290689 Caraíbas";-;3;-;-;-;-;3
"290690 Caravelas";15;23;8;10;-;-;56
"290700 Cardeal da Silva";-;-;-;-;-;-;-
"290710 Carinhanha";5;16;6;3;-;-;30
"290720 Casa Nova";8;17;8;8;-;-;41
"290730 Castro Alves";18;18;15;9;-;-;60
"290740 Catolândia";-;-;-;-;-;-;-
"290750 Catu";13;19;4;5;2;-;43
"290755 Caturama";-;4;2;2;-;-;8
"290760 Central";6;20;6;10;-;-;42
"290770 Chorrochó";-;9;2;4;-;-;15
"290780 Cícero Dantas";16;20;4;6;-;-;46
"290790 Cipó";5;12;6;7;-;-;30
"290800 Coaraci";7;21;8;7;-;-;43
"290810 Cocos";9;6;7;9;-;-;31
"290820 Conceição da Feira";-;-;-;-;-;-;-
"290830 Conceição do Almeida";8;11;8;5;-;-;32
"290840 Conceição do Coité";38;37;15;29;-;-;119
"290850 Conceição do Jacuípe";8;12;8;7;-;-;35
"290860 Conde";-;7;4;4;-;-;15
"290870 Condeúba";1;11;2;2;-;-;16
"290880 Contendas do Sincorá";-;-;-;-;-;-;-
"290890 Coração de Maria";12;5;2;2;-;-;21
"290900 Cordeiros";-;3;1;1;-;-;5
"290910 Coribe";5;14;8;9;-;-;36
"290920 Coronel João Sá";-;-;-;-;-;-;-
"290930 Correntina";6;6;15;8;-;-;35
"290940 Cotegipe";4;12;5;8;-;-;29
"290950 Cravolândia";6;10;2;6;-;-;24
"290960 Crisópolis";1;13;4;5;-;-;23
"290970 Cristópolis";18;24;10;15;2;-;69
"290980 Cruz das Almas";21;18;23;10;3;-;75
"290990 Curaçá";-;12;5;7;2;-;26
"291000 Dário Meira";-;-;-;-;-;-;-
"291005 Dias d'Ávila";12;52;10;6;-;-;80
"291010 Dom Basílio";3;6;2;3;-;-;14
"291020 Dom Macedo Costa";-;-;-;-;-;-;-
"291030 Elísio Medrado";-;6;3;3;-;-;12
"291040 Encruzilhada";8;17;6;18;-;-;49
"291050 Entre Rios";17;30;10;8;-;-;65
"290050 Érico Cardoso";-;10;1;4;-;-;15
"291060 Esplanada";16;13;7;4;-;-;40
"291070 Euclides da Cunha";15;22;6;4;-;-;47
"291072 Eunápolis";44;36;14;26;-;5;125
"291075 Fátima";-;-;-;-;-;-;-
"291077 Feira da Mata";-;4;1;1;-;-;6
"291080 Feira de Santana";230;232;173;161;88;46;930
"291085 Filadélfia";5;14;6;5;1;-;31
"291090 Firmino Alves";-;-;-;-;-;-;-
"291100 Floresta Azul";-;-;-;-;-;-;-
"291110 Formosa do Rio Preto";4;12;5;8;-;-;29
"291120 Gandu";11;16;23;8;-;-;58
"291125 Gavião";-;-;-;-;-;-;-
"291130 Gentio do Ouro";3;4;3;6;-;-;16
"291140 Glória";-;-;-;-;-;-;-
"291150 Gongogi";-;3;1;1;-;-;5
"291160 Governador Mangabeira";-;-;-;-;-;-;-
"291165 Guajeru";-;-;-;-;-;-;-
"291170 Guanambi";63;53;39;12;-;-;167
"291180 Guaratinga";4;13;6;9;-;-;32
"291185 Heliópolis";-;-;-;-;-;-;-
"291190 Iaçu";9;10;9;6;-;-;34
"291200 Ibiassucê";4;13;4;8;-;-;29
"291210 Ibicaraí";-;10;8;12;2;-;32
"291220 Ibicoara";-;-;-;-;-;-;-
"291230 Ibicuí";6;9;3;3;-;-;21
"291240 Ibipeba";-;4;3;4;-;-;11
"291250 Ibipitanga";1;8;1;4;-;-;14
"291260 Ibiquera";-;2;-;-;-;-;2
"291270 Ibirapitanga";-;11;4;15;-;-;30
"291280 Ibirapuã";-;13;7;3;-;-;23
"291290 Ibirataia";17;44;13;17;-;-;91
"291300 Ibitiara";1;26;2;6;-;-;35
"291310 Ibititá";5;10;9;7;-;-;31
"291320 Ibotirama";17;7;16;10;-;-;50
"291330 Ichu";-;11;5;6;-;-;22
"291340 Igaporã";5;9;7;8;-;-;29
"291345 Igrapiúna";-;4;2;2;-;-;8
"291350 Iguaí";18;26;12;18;-;-;74
"291360 Ilhéus";187;178;32;30;-;6;433
"291370 Inhambupe";-;22;6;10;-;-;38
"291380 Ipecaetá";-;6;2;4;-;-;12
"291390 Ipiaú";18;39;11;17;-;-;85
"291400 Ipirá";6;21;8;8;-;-;43
"291410 Ipupiara";9;6;6;3;-;-;24
"291420 Irajuba";3;14;5;7;-;-;29
"291430 Iramaia";-;8;4;4;-;-;16
"291440 Iraquara";10;23;8;6;-;-;47
"291450 Irará";-;15;5;5;5;-;30
"291460 Irecê";60;27;28;22;-;2;139
"291465 Itabela";6;19;7;6;-;-;38
"291470 Itaberaba";21;30;16;12;5;5;89
"291480 Itabuna";139;132;68;47;12;10;408
"291490 Itacaré";6;27;6;21;1;-;61
"291500 Itaeté";-;8;2;5;-;-;15
"291510 Itagi";-;4;2;2;-;-;8
"291520 Itagibá";-;-;-;-;-;-;-
"291530 Itagimirim";1;9;5;5;-;-;20
"291535 Itaguaçu da Bahia";-;12;4;8;-;-;24
"291540 Itaju do Colônia";2;4;3;3;-;-;12
"291550 Itajuípe";13;35;3;9;-;-;60
"291560 Itamaraju";33;20;15;15;-;-;83
"291570 Itamari";-;-;-;-;-;-;-
"291580 Itambé";10;20;11;9;-;-;50
"291590 Itanagra";-;-;-;-;-;-;-
"291600 Itanhém";11;18;11;12;-;-;52
"291610 Itaparica";12;12;12;16;-;-;52
"291620 Itapé";-;-;-;-;-;-;-
"291630 Itapebi";-;6;3;3;-;-;12
"291640 Itapetinga";13;40;8;7;-;1;69
"291650 Itapicuru";5;22;10;17;-;-;54
"291660 Itapitanga";-;10;1;5;-;-;16
"291670 Itaquara";1;7;2;9;-;-;19
"291680 Itarantim";7;5;10;8;-;-;30
"291685 Itatim";-;18;6;6;-;-;30
"291690 Itiruçu";15;40;10;20;-;-;85
"291700 Itiúba";10;9;11;12;-;-;42
"291710 Itororó";8;20;6;11;-;-;45
"291720 Ituaçu";-;12;5;7;-;-;24
"291730 Ituberá";8;9;8;8;-;-;33
"291733 Iuiú";-;9;2;3;-;-;14
"291735 Jaborandi";9;8;7;6;-;-;30
"291740 Jacaraci";3;13;7;6;-;-;29
"291750 Jacobina";46;70;70;43;2;-;231
"291760 Jaguaquara";28;44;20;15;-;-;107
"291770 Jaguarari";-;15;8;5;-;-;28
"291780 Jaguaripe";-;-;-;-;-;-;-
"291790 Jandaíra";-;-;-;-;-;-;-
"291800 Jequié";118;141;56;40;27;-;382
"291810 Jeremoabo";10;12;10;1;1;-;34
"291820 Jiquiriçá";4;10;4;5;-;-;23
"291830 Jitaúna";-;9;2;3;-;-;14
"291835 João Dourado";-;12;8;12;-;-;32
"291840 Juazeiro";203;103;50;24;77;-;457
"291845 Jucuruçu";1;8;6;9;-;-;24
"291850 Jussara";6;10;6;9;-;-;31
"291855 Jussari";13;11;6;7;-;-;37
"291860 Jussiape";-;8;2;2;-;-;12
"291870 Lafaiete Coutinho";-;-;-;-;-;-;-
"291875 Lagoa Real";4;5;4;4;-;-;17
"291880 Laje";18;13;5;5;-;-;41
"291890 Lajedão";-;-;-;-;-;-;-
"291900 Lajedinho";-;-;-;-;-;-;-
"291905 Lajedo do Tabocal";7;8;4;8;-;-;27
"291910 Lamarão";-;-;-;-;-;-;-
"291915 Lapão";17;10;9;8;-;-;44
"291920 Lauro de Freitas";110;143;25;11;-;10;299
"291930 Lençóis";-;6;4;4;-;-;14
"291940 Licínio de Almeida";3;10;2;5;-;-;20
"291950 Livramento de Nossa Senhora";11;24;6;10;-;-;51
"291955 Luís Eduardo Magalhães";10;11;15;10;29;-;75
"291960 Macajuba";-;11;3;6;-;-;20
"291970 Macarani";6;12;3;6;-;-;27
"291980 Macaúbas";14;20;13;14;-;-;61
"291990 Macururé";-;8;6;4;-;-;18
"291992 Madre de Deus";6;8;5;9;-;-;28
"291995 Maetinga";-;-;-;-;-;-;-
"292000 Maiquinique";-;9;2;3;-;-;14
"292010 Mairi";5;12;5;5;-;-;27
"292020 Malhada";-;11;4;6;-;-;21
"292030 Malhada de Pedras";-;-;-;-;-;-;-
"292040 Manoel Vitorino";-;-;-;-;-;-;-
"292045 Mansidão";-;-;-;-;-;-;-
"292050 Maracás";12;30;6;10;-;-;58
"292060 Maragogipe";-;-;-;-;-;-;-
"292070 Maraú";-;-;-;-;-;-;-
"292080 Marcionílio Souza";7;6;4;2;-;-;19
"292090 Mascote";-;-;-;-;-;-;-
"292100 Mata de São João";12;12;6;6;-;-;36
"292105 Matina";-;11;4;6;-;-;21
"292110 Medeiros Neto";5;11;8;7;1;-;32
"292120 Miguel Calmon";34;24;17;4;-;-;79
"292130 Milagres";4;8;6;3;-;-;21
"292140 Mirangaba";1;9;2;7;-;-;19
"292145 Mirante";-;-;-;-;-;-;-
"292150 Monte Santo";18;12;18;12;-;-;60
"292160 Morpará";-;-;2;-;-;-;2
"292170 Morro do Chapéu";6;25;7;9;-;-;47
"292180 Mortugaba";4;12;4;4;-;-;24
"292190 Mucugê";8;14;6;4;-;-;32
"292200 Mucuri";8;50;5;6;-;-;69
"292205 Mulungu do Morro";6;14;7;7;-;-;34
"292210 Mundo Novo";4;12;8;8;-;-;32
"292220 Muniz Ferreira";-;-;-;-;-;-;-
"292225 Muquém de São Francisco";-;-;-;-;-;-;-
"292230 Muritiba";17;14;6;3;-;-;40
"292240 Mutuípe";6;26;5;8;-;-;45
"292250 Nazaré";10;16;6;8;10;-;50
"292260 Nilo Peçanha";-;-;-;-;-;-;-
"292265 Nordestina";-;14;6;10;-;-;30
"292270 Nova Canaã";2;16;2;10;-;-;30
"292273 Nova Fátima";-;7;3;5;-;-;15
"292275 Nova Ibiá";-;-;-;-;-;-;-
"292280 Nova Itarana";-;-;-;-;-;-;-
"292285 Nova Redenção";-;-;-;-;-;-;-
"292290 Nova Soure";-;23;8;8;-;-;39
"292300 Nova Viçosa";16;16;14;14;1;-;61
"292303 Novo Horizonte";-;-;-;-;-;-;-
"292305 Novo Triunfo";-;-;-;-;-;-;-
"292310 Olindina";3;8;5;7;-;-;23
"292320 Oliveira dos Brejinhos";-;7;4;2;-;-;13
"292330 Ouriçangas";-;7;4;4;-;-;15
"292335 Ourolândia";-;10;3;4;-;-;17
"292340 Palmas de Monte Alto";6;24;10;14;-;-;54
"292350 Palmeiras";-;-;-;-;-;-;-
"292360 Paramirim";28;27;13;18;-;-;86
"292370 Paratinga";8;12;8;8;-;-;36
"292380 Paripiranga";-;12;6;-;-;-;18
"292390 Pau Brasil";-;4;1;2;-;-;7
"292400 Paulo Afonso";48;40;46;17;1;-;152
"292405 Pé de Serra";-;5;1;2;-;-;8
"292410 Pedrão";-;-;-;-;-;-;-
"292420 Pedro Alexandre";-;-;-;-;-;-;-
"292430 Piatã";10;7;3;6;-;-;26
"292440 Pilão Arcado";3;14;6;7;-;-;30
"292450 Pindaí";6;8;4;6;-;-;24
"292460 Pindobaçu";9;18;15;16;-;-;58
"292465 Pintadas";-;8;4;4;-;-;16
"292467 Piraí do Norte";-;-;-;-;-;-;-
"292470 Piripá";-;8;4;5;-;-;17
"292480 Piritiba";6;16;5;10;-;-;37
"292490 Planaltino";2;12;6;7;-;-;27
"292500 Planalto";12;21;8;18;-;-;59
"292510 Poções";6;33;7;20;2;-;68
"292520 Pojuca";33;60;19;7;-;16;135
"292525 Ponto Novo";6;10;8;5;-;-;29
"292530 Porto Seguro";52;23;31;20;-;5;131
"292540 Potiraguá";-;10;2;9;-;-;21
"292550 Prado";12;16;8;6;-;-;42
"292560 Presidente Dutra";2;8;2;5;-;-;17
"292570 Presidente Jânio Quadros";-;-;-;-;-;-;-
"292575 Presidente Tancredo Neves";-;10;3;4;-;-;17
"292580 Queimadas";6;20;15;9;-;-;50
"292590 Quijingue";-;8;4;5;-;-;17
"292593 Quixabeira";-;-;-;-;-;-;-
"292595 Rafael Jambeiro";6;6;6;4;-;-;22
"292600 Remanso";13;14;9;5;-;-;41
"292610 Retirolândia";4;11;4;5;-;-;24
"292620 Riachão das Neves";-;19;3;7;-;-;29
"292630 Riachão do Jacuípe";46;31;14;24;-;-;115
"292640 Riacho de Santana";8;27;8;16;-;-;59
"292650 Ribeira do Amparo";-;2;1;2;-;-;5
"292660 Ribeira do Pombal";30;23;18;12;-;-;83
"292665 Ribeirão do Largo";-;-;-;-;-;-;-
"292670 Rio de Contas";-;10;4;3;-;-;17
"292680 Rio do Antônio";-;-;-;-;-;-;-
"292690 Rio do Pires";-;20;3;4;-;-;27
"292700 Rio Real";14;19;12;7;3;-;55
"292710 Rodelas";-;-;-;-;-;-;-
"292720 Ruy Barbosa";55;21;16;21;-;-;113
"292730 Salinas da Margarida";-;6;2;1;-;-;9
"292740 Salvador";1613;1761;452;650;808;210;5494
"292750 Santa Bárbara";-;5;4;4;-;-;13
"292760 Santa Brígida";-;-;-;-;-;-;-
"292770 Santa Cruz Cabrália";5;7;3;6;1;-;22
"292780 Santa Cruz da Vitória";-;-;-;-;-;-;-
"292790 Santa Inês";2;11;3;7;-;-;23
"292805 Santa Luzia";-;-;-;-;-;-;-
"292810 Santa Maria da Vitória";16;14;12;6;-;-;48
"292840 Santa Rita de Cássia";2;13;6;3;-;-;24
"292850 Santa Teresinha";6;5;12;5;-;-;28
"292800 Santaluz";22;26;23;13;13;-;97
"292820 Santana";5;10;12;8;1;-;36
"292830 Santanópolis";-;4;5;4;-;-;13
"292860 Santo Amaro";28;28;18;6;-;1;81
"292870 Santo Antônio de Jesus";102;63;41;20;-;-;226
"292880 Santo Estêvão";36;16;7;5;-;-;64
"292890 São Desidério";4;10;5;5;-;-;24
"292895 São Domingos";-;12;3;5;-;-;20
"292910 São Felipe";4;6;3;5;-;-;18
"292900 São Félix";35;32;8;6;2;2;85
"292905 São Félix do Coribe";6;8;2;6;-;-;22
"292920 São Francisco do Conde";5;18;7;4;-;-;34
"292925 São Gabriel";4;17;6;7;-;-;34
"292930 São Gonçalo dos Campos";12;14;3;7;-;-;36
"292935 São José da Vitória";-;-;-;-;-;-;-
"292937 São José do Jacuípe";-;-;-;-;-;-;-
"292940 São Miguel das Matas";8;10;7;4;-;-;29
"292950 São Sebastião do Passé";12;21;6;12;2;-;53
"292960 Sapeaçu";4;16;4;3;-;-;27
"292970 Sátiro Dias";5;11;5;4;-;-;25
"292975 Saubara";-;10;-;3;-;-;13
"292980 Saúde";10;18;7;4;-;-;39
"292990 Seabra";46;29;-;12;-;4;91
"293000 Sebastião Laranjeiras";4;8;4;4;-;-;20
"293010 Senhor do Bonfim";29;34;27;16;-;-;106
"293020 Sento Sé";9;13;5;5;-;-;32
"293015 Serra do Ramalho";3;12;8;7;1;-;31
"293030 Serra Dourada";6;18;13;8;-;-;45
"293040 Serra Preta";6;8;5;6;-;-;25
"293050 Serrinha";33;77;47;25;7;-;189
"293060 Serrolândia";5;11;8;9;-;-;33
"293070 Simões Filho";20;15;14;6;-;-;55
"293075 Sítio do Mato";1;9;4;3;1;-;18
"293076 Sítio do Quinto";-;-;-;-;-;-;-
"293077 Sobradinho";6;11;11;7;-;-;35
"293080 Souto Soares";-;6;3;3;-;-;12
"293090 Tabocas do Brejo Velho";6;15;3;8;-;-;32
"293100 Tanhaçu";-;-;-;-;-;-;-
"293105 Tanque Novo";2;14;6;8;-;-;30
"293110 Tanquinho";-;11;5;4;-;-;20
"293120 Taperoá";-;13;4;9;-;-;26
"293130 Tapiramutá";2;15;8;8;-;-;33
"293135 Teixeira de Freitas";73;78;35;25;4;1;216
"293140 Teodoro Sampaio";-;-;-;-;-;-;-
"293150 Teofilândia";-;9;5;4;-;-;18
"293160 Teolândia";1;14;3;6;-;-;24
"293170 Terra Nova";-;-;-;-;-;-;-
"293180 Tremedal";1;11;3;4;-;-;19
"293190 Tucano";6;10;6;8;-;-;30
"293200 Uauá";-;12;6;6;-;-;24
"293210 Ubaíra";16;31;8;16;-;-;71
"293220 Ubaitaba";24;32;24;20;-;-;100
"293230 Ubatã";-;25;4;8;-;-;37
"293240 Uibaí";6;10;6;8;-;-;30
"293245 Umburanas";-;3;2;-;-;-;5
"293250 Una";8;16;8;13;2;-;47
"293260 Urandi";4;22;4;4;-;-;34
"293270 Uruçuca";-;-;-;-;-;-;-
"293280 Utinga";-;9;6;4;1;-;20
"293290 Valença";26;40;16;20;10;-;112
"293300 Valente";13;26;7;14;-;-;60
"293305 Várzea da Roça";6;8;3;4;-;-;21
"293310 Várzea do Poço";-;16;7;7;-;-;30
"293315 Várzea Nova";2;8;4;6;-;-;20
"293317 Varzedo";-;-;-;-;-;-;-
"293320 Vera Cruz";6;8;9;4;-;-;27
"293325 Vereda";-;5;5;2;-;-;12
"293330 Vitória da Conquista";202;208;70;77;27;2;586
"293340 Wagner";5;14;9;9;-;-;37
"293345 Wanderley";5;14;4;5;-;-;28
"293350 Wenceslau Guimarães";10;16;5;13;-;-;44
"293360 Xique-Xique";22;32;13;18;-;-;85
"290000 Município ignorado - BA";-;-;-;-;-;-;-
"310010 Abadia dos Dourados";3;5;3;1;-;-;12
"310020 Abaeté";5;22;5;9;-;-;41
"310030 Abre Campo";13;26;10;10;-;-;59
"310040 Acaiaca";-;-;-;-;-;-;-
"310050 Açucena";-;-;-;-;-;-;-
"310060 Água Boa";-;10;-;-;-;-;10
"310070 Água Comprida";-;-;-;-;-;-;-
"310080 Aguanil";-;-;-;-;-;-;-
"310090 Águas Formosas";6;29;9;15;-;-;59
"310100 Águas Vermelhas";11;18;10;7;-;-;46
"310110 Aimorés";9;20;7;7;-;-;43
"310120 Aiuruoca";10;10;4;3;1;-;28
"310130 Alagoa";-;9;2;2;-;-;13
"310140 Albertina";-;-;-;-;-;-;-
"310150 Além Paraíba";4;26;3;5;-;-;38
"310160 Alfenas";46;100;23;13;5;6;193
"310163 Alfredo Vasconcelos";-;-;-;-;-;-;-
"310170 Almenara";12;28;17;12;-;2;71
"310180 Alpercata";-;-;-;-;-;-;-
"310190 Alpinópolis";14;9;4;4;-;-;31
"310200 Alterosa";4;12;6;4;-;-;26
"310205 Alto Caparaó";-;-;-;-;-;-;-
"315350 Alto Jequitibá";-;-;-;-;-;-;-
"310210 Alto Rio Doce";-;9;4;3;-;-;16
"310220 Alvarenga";-;-;-;-;-;-;-
"310230 Alvinópolis";7;14;4;5;-;-;30
"310240 Alvorada de Minas";-;-;-;-;-;-;-
"310250 Amparo do Serra";-;-;-;-;-;-;-
"310260 Andradas";11;27;8;4;-;-;50
"310280 Andrelândia";10;20;3;3;-;-;36
"310285 Angelândia";-;-;-;-;-;-;-
"310290 Antônio Carlos";-;12;-;-;-;-;12
"310300 Antônio Dias";-;-;-;-;-;-;-
"310310 Antônio Prado de Minas";-;-;-;-;-;-;-
"310320 Araçaí";-;-;-;-;-;-;-
"310330 Aracitaba";-;-;-;-;-;-;-
"310340 Araçuaí";16;32;9;3;-;-;60
