"Município";"Cirúrgicos";"Clínicos";"Obstétrico";"Pediátrico";"Outras Especialidades";"Hospital/DIA";"Total"
"330412 Quatis";-;-;-;-;-;-;-
"330414 Queimados";-;-;-;-;-;-;-
"330415 Quissamã";-;-;-;-;-;-;-
"330420 Resende";80;69;34;15;-;6;204
"330430 Rio Bonito";7;14;4;-;-;-;25
"330440 Rio Claro";-;-;-;-;-;-;-
"330450 Rio das Flores";-;-;-;-;-;-;-
"330452 Rio das Ostras";1;5;3;1;-;2;12
"330455 Rio de Janeiro";1557;3104;283;351;409;190;5894
"330460 Santa Maria Madalena";-;-;-;-;-;-;-
"330470 Santo Antônio de Pádua";23;44;7;19;-;-;93
"330480 São Fidélis";1;4;2;2;-;-;9
"330475 São Francisco de Itabapoana";-;-;-;-;-;-;-
"330490 São Gonçalo";122;305;40;45;120;23;655
"330500 São João da Barra";-;-;-;-;-;-;-
"330510 São João de Meriti";20;23;9;6;1;6;65
"330513 São José de Ubá";-;-;-;-;-;-;-
"330515 São José do Vale do Rio Preto";-;2;-;-;-;-;2
"330520 São Pedro da Aldeia";12;-;4;-;-;-;16
"330530 São Sebastião do Alto";2;3;1;3;-;-;9
"330540 Sapucaia";-;-;-;-;-;-;-
"330550 Saquarema";-;-;-;-;-;-;-
"330555 Seropédica";-;-;-;-;-;-;-
"330560 Silva Jardim";-;-;-;-;-;-;-
"330570 Sumidouro";-;-;-;-;-;-;-
"330575 Tanguá";-;-;-;-;171;-;171
"330580 Teresópolis";39;40;25;19;-;-;123
"330590 Trajano de Moraes";1;2;2;1;1;-;7
"330600 Três Rios";19;9;-;-;52;-;80
"330610 Valença";6;17;2;4;-;-;29
"330615 Varre-Sai";-;-;-;-;3;-;3
"330620 Vassouras";10;10;9;5;20;-;54
"330630 Volta Redonda";111;103;45;13;-;10;282
"330000 Município ignorado - RJ";-;-;-;-;-;-;-
"350010 Adamantina";6;10;7;6;-;-;29
"350020 Adolfo";-;-;-;-;-;-;-
"350030 Aguaí";-;-;-;-;-;-;-
"350040 Águas da Prata";-;-;-;-;-;-;-
"350050 Águas de Lindóia";1;7;2;2;-;-;12
"350055 Águas de Santa Bárbara";-;-;-;-;-;-;-
"350060 Águas de São Pedro";-;-;-;-;-;-;-
"350070 Agudos";7;10;-;5;-;-;22
"350075 Alambari";-;-;-;-;-;-;-
"350080 Alfredo Marcondes";-;-;-;-;-;-;-
"350090 Altair";-;-;-;-;-;-;-
"350100 Altinópolis";1;3;1;1;-;-;6
"350110 Alto Alegre";1;2;-;-;-;-;3
"350115 Alumínio";-;-;-;-;-;-;-
"350120 Álvares Florence";-;-;-;-;-;-;-
"350130 Álvares Machado";-;2;-;-;-;-;2
"350140 Álvaro de Carvalho";-;-;-;-;-;-;-
"350150 Alvinlândia";-;-;-;-;-;-;-
"350160 Americana";145;50;40;30;45;19;329
"350170 Américo Brasiliense";-;-;-;-;-;-;-
"350180 Américo de Campos";-;-;-;-;-;-;-
"350190 Amparo";24;30;3;7;113;-;177
"350200 Analândia";-;-;-;-;-;-;-
"350210 Andradina";16;14;3;3;-;-;36
"350220 Angatuba";-;3;-;-;-;-;3
"350230 Anhembi";-;-;-;-;-;-;-
"350240 Anhumas";-;-;-;-;-;-;-
"350250 Aparecida";22;7;3;2;-;-;34
"350260 Aparecida d'Oeste";1;-;1;-;-;-;2
"350270 Apiaí";1;2;2;1;-;-;6
"350275 Araçariguama";-;-;-;-;-;-;-
"350280 Araçatuba";88;55;11;9;-;-;163
"350290 Araçoiaba da Serra";-;3;-;-;318;-;321
"350300 Aramina";-;-;-;-;-;-;-
"350310 Arandu";-;-;-;-;-;-;-
"350315 Arapeí";-;-;-;-;-;-;-
"350320 Araraquara";84;127;1;8;-;-;220
"350330 Araras";52;51;13;14;120;7;257
"350335 Arco-Íris";-;-;-;-;-;-;-
"350340 Arealva";-;11;-;-;-;-;11
"350350 Areias";-;-;-;-;-;-;-
"350360 Areiópolis";-;-;-;-;-;-;-
"350370 Ariranha";-;-;-;-;-;-;-
"350380 Artur Nogueira";12;15;3;3;-;3;36
"350390 Arujá";23;17;18;10;-;-;68
"350395 Aspásia";-;-;-;-;-;-;-
"350400 Assis";43;47;17;13;-;5;125
"350410 Atibaia";39;57;19;22;-;-;137
"350420 Auriflama";2;5;-;2;-;-;9
"350430 Avaí";-;-;-;-;-;-;-
"350440 Avanhandava";-;-;-;-;-;-;-
"350450 Avaré";22;30;10;2;-;-;64
"350460 Bady Bassitt";-;-;-;-;-;-;-
"350470 Balbinos";-;-;-;-;-;-;-
"350480 Bálsamo";-;-;-;-;-;-;-
"350490 Bananal";-;-;-;-;-;-;-
"350500 Barão de Antonina";-;-;-;-;-;-;-
"350510 Barbosa";-;-;-;-;-;-;-
"350520 Bariri";2;6;5;4;-;-;17
"350530 Barra Bonita";14;12;4;2;-;-;32
"350535 Barra do Chapéu";-;-;-;-;-;-;-
"350540 Barra do Turvo";-;-;-;-;-;-;-
"350550 Barretos";52;41;10;9;-;1;113
"350560 Barrinha";-;-;-;-;-;-;-
"350570 Barueri";38;14;12;10;-;2;76
"350580 Bastos";1;4;1;1;-;-;7
"350590 Batatais";5;13;2;6;6;-;32
"350600 Bauru";224;194;65;43;10;56;592
"350610 Bebedouro";18;36;8;-;-;3;65
"350620 Bento de Abreu";-;-;-;-;-;-;-
"350630 Bernardino de Campos";-;-;-;-;-;-;-
"350635 Bertioga";-;-;-;-;-;-;-
"350640 Bilac";-;1;-;-;-;-;1
"350650 Birigui";28;33;15;4;-;-;80
"350660 Biritiba-Mirim";-;-;-;-;-;-;-
"350670 Boa Esperança do Sul";1;-;-;-;-;-;1
"350680 Bocaina";1;2;2;1;-;-;6
"350690 Bofete";-;-;-;-;-;-;-
"350700 Boituva";5;6;4;3;-;-;18
"350710 Bom Jesus dos Perdões";-;-;-;-;-;-;-
"350715 Bom Sucesso de Itararé";-;-;-;-;-;-;-
"350720 Borá";-;-;-;-;-;-;-
"350730 Boracéia";-;-;-;-;-;-;-
"350740 Borborema";1;1;3;5;-;-;10
"350745 Borebi";-;-;-;-;-;-;-
"350750 Botucatu";85;52;18;18;-;-;173
"350760 Bragança Paulista";68;44;17;1;20;5;155
"350770 Braúna";-;-;-;-;-;-;-
"350775 Brejo Alegre";-;-;-;-;-;-;-
"350780 Brodowski";-;-;-;-;-;-;-
"350790 Brotas";1;3;1;1;-;-;6
"350800 Buri";-;-;-;-;-;-;-
"350810 Buritama";2;9;6;3;-;-;20
"350820 Buritizal";-;-;-;-;-;-;-
"350830 Cabrália Paulista";-;-;-;-;-;-;-
"350840 Cabreúva";-;4;4;3;-;-;11
"350850 Caçapava";15;10;7;6;1;76;115
"350860 Cachoeira Paulista";-;-;-;-;-;-;-
"350870 Caconde";-;-;-;-;-;-;-
"350880 Cafelândia";2;5;2;2;-;-;11
"350890 Caiabu";-;-;-;-;-;-;-
"350900 Caieiras";15;21;7;2;-;-;45
"350910 Caiuá";-;-;-;-;-;-;-
"350920 Cajamar";-;-;-;-;100;-;100
"350925 Cajati";-;-;-;-;-;-;-
"350930 Cajobi";1;2;2;1;-;-;6
"350940 Cajuru";2;8;3;5;67;-;85
"350945 Campina do Monte Alegre";-;-;-;-;-;-;-
"350950 Campinas";479;450;105;64;24;135;1257
"350960 Campo Limpo Paulista";-;-;-;-;-;-;-
"350970 Campos do Jordão";-;10;-;-;-;-;10
"350980 Campos Novos Paulista";-;-;-;-;-;-;-
"350990 Cananéia";-;-;-;-;-;-;-
"350995 Canas";-;-;-;-;-;-;-
"351000 Cândido Mota";2;1;2;-;-;-;5
"351010 Cândido Rodrigues";-;-;-;-;-;-;-
"351015 Canitar";-;-;-;-;-;-;-
"351020 Capão Bonito";2;1;4;1;-;-;8
"351030 Capela do Alto";-;45;-;-;-;-;45
"351040 Capivari";16;16;11;3;-;-;46
"351050 Caraguatatuba";15;15;9;5;-;10;54
"351060 Carapicuíba";5;10;18;17;-;-;50
"351070 Cardoso";3;4;8;4;-;-;19
"351080 Casa Branca";6;7;1;2;-;-;16
"351090 Cássia dos Coqueiros";-;-;-;-;-;-;-
"351100 Castilho";1;-;-;-;-;-;1
"351110 Catanduva";74;71;11;24;19;15;214
"351120 Catiguá";-;-;-;-;-;-;-
"351130 Cedral";-;30;-;-;20;-;50
"351140 Cerqueira César";-;7;-;-;-;-;7
"351150 Cerquilho";4;5;-;2;-;-;11
"351160 Cesário Lange";1;2;1;1;-;-;5
"351170 Charqueada";-;4;1;2;-;-;7
"355720 Chavantes";-;18;-;2;-;-;20
"351190 Clementina";2;1;5;2;-;-;10
"351200 Colina";2;5;4;1;-;-;12
"351210 Colômbia";-;-;-;-;-;-;-
"351220 Conchal";1;2;3;2;-;2;10
"351230 Conchas";-;-;-;-;-;-;-
"351240 Cordeirópolis";-;-;-;-;-;-;-
"351250 Coroados";-;-;-;-;-;-;-
"351260 Coronel Macedo";-;-;-;-;-;-;-
"351270 Corumbataí";-;-;-;-;-;-;-
"351280 Cosmópolis";13;14;2;6;-;-;35
"351290 Cosmorama";-;-;-;-;-;-;-
"351300 Cotia";24;318;28;30;139;17;556
"351310 Cravinhos";1;1;-;-;-;-;2
"351320 Cristais Paulista";-;-;-;-;-;-;-
"351330 Cruzália";-;-;-;-;-;-;-
"351340 Cruzeiro";14;10;8;2;-;2;36
"351350 Cubatão";3;9;2;2;-;-;16
"351360 Cunha";4;8;2;1;-;-;15
"351370 Descalvado";5;4;5;1;-;-;15
"351380 Diadema";26;39;2;-;-;2;69
"351385 Dirce Reis";-;-;-;-;-;-;-
"351390 Divinolândia";-;-;-;-;-;-;-
"351400 Dobrada";-;-;-;-;-;-;-
"351410 Dois Córregos";2;8;4;6;-;-;20
"351420 Dolcinópolis";-;-;-;-;-;-;-
"351430 Dourado";-;-;-;-;-;-;-
"351440 Dracena";8;18;3;6;-;-;35
"351450 Duartina";-;6;2;2;-;-;10
"351460 Dumont";-;-;-;-;-;-;-
"351470 Echaporã";-;-;-;-;-;-;-
"351480 Eldorado";-;-;-;-;-;-;-
"351490 Elias Fausto";-;-;-;-;-;-;-
"351492 Elisiário";-;-;-;-;-;-;-
"351495 Embaúba";-;-;-;-;-;-;-
"351500 Embu das Artes";-;5;-;-;150;-;155
"351510 Embu-Guaçu";-;-;-;-;-;-;-
"351512 Emilianópolis";-;-;-;-;-;-;-
"351515 Engenheiro Coelho";-;-;-;-;-;-;-
"351518 Espírito Santo do Pinhal";6;20;2;2;69;-;99
"351519 Espírito Santo do Turvo";-;-;-;-;-;-;-
"355730 Estiva Gerbi";-;-;-;-;-;-;-
"351520 Estrela d'Oeste";2;2;1;1;-;-;6
"351530 Estrela do Norte";-;-;-;-;-;-;-
"351535 Euclides da Cunha Paulista";-;-;-;-;-;-;-
"351540 Fartura";1;3;2;2;-;-;8
"351560 Fernando Prestes";-;-;-;-;-;-;-
"351550 Fernandópolis";15;17;9;5;-;5;51
"351565 Fernão";-;-;-;-;-;-;-
"351570 Ferraz de Vasconcelos";-;-;-;-;-;-;-
"351580 Flora Rica";-;-;-;-;-;-;-
"351590 Floreal";-;-;-;-;-;-;-
"351600 Flórida Paulista";2;8;3;4;-;-;17
"351610 Florínia";-;-;-;-;-;-;-
"351620 Franca";70;61;20;16;70;12;249
"351630 Francisco Morato";-;49;-;-;-;-;49
"351640 Franco da Rocha";-;38;13;31;-;-;82
"351650 Gabriel Monteiro";-;-;-;-;-;-;-
"351660 Gália";4;9;-;5;-;-;18
"351670 Garça";9;9;2;2;5;2;29
"351680 Gastão Vidigal";-;-;-;-;-;-;-
"351685 Gavião Peixoto";-;-;-;-;-;-;-
"351690 General Salgado";1;7;1;-;-;-;9
"351700 Getulina";-;11;-;1;-;-;12
"351710 Glicério";-;-;-;-;-;-;-
"351720 Guaiçara";-;-;-;-;-;-;-
"351730 Guaimbê";-;-;-;-;-;-;-
"351740 Guaíra";5;7;3;3;-;-;18
"351750 Guapiaçu";-;-;-;-;-;-;-
"351760 Guapiara";-;-;-;-;-;-;-
"351770 Guará";4;6;-;-;-;-;10
"351780 Guaraçaí";1;7;-;-;-;-;8
"351790 Guaraci";-;-;-;-;-;-;-
"351800 Guarani d'Oeste";-;-;-;-;-;-;-
"351810 Guarantã";-;-;-;-;-;-;-
"351820 Guararapes";6;15;3;2;-;-;26
"351830 Guararema";-;3;1;2;-;-;6
"351840 Guaratinguetá";25;40;8;7;17;12;109
"351850 Guareí";-;-;-;-;-;-;-
"351860 Guariba";1;1;4;1;-;-;7
"351870 Guarujá";32;44;13;14;-;-;103
"351880 Guarulhos";208;186;79;63;-;29;565
"351885 Guatapará";-;-;-;-;-;-;-
"351890 Guzolândia";-;-;-;-;-;-;-
"351900 Herculândia";-;-;-;-;-;-;-
"351905 Holambra";-;-;-;-;-;-;-
"351907 Hortolândia";11;4;5;2;-;-;22
"351910 Iacanga";-;2;-;-;-;-;2
"351920 Iacri";-;-;-;-;-;-;-
"351925 Iaras";-;-;-;-;-;-;-
"351930 Ibaté";-;-;-;-;-;-;-
"351940 Ibirá";2;10;4;2;-;-;18
"351950 Ibirarema";-;-;-;-;-;-;-
"351960 Ibitinga";10;19;16;5;7;-;57
"351970 Ibiúna";-;-;-;-;144;-;144
"351980 Icém";-;-;-;-;-;-;-
"351990 Iepê";-;-;-;-;-;-;-
"352000 Igaraçu do Tietê";-;-;-;-;-;-;-
"352010 Igarapava";2;9;6;1;-;-;18
"352020 Igaratá";-;-;-;-;-;-;-
"352030 Iguape";-;-;-;-;-;-;-
"352042 Ilha Comprida";-;-;-;-;-;-;-
"352044 Ilha Solteira";11;13;7;11;-;-;42
"352040 Ilhabela";-;-;-;-;-;-;-
"352050 Indaiatuba";46;1;25;25;46;-;143
"352060 Indiana";-;-;-;-;-;-;-
"352070 Indiaporã";7;21;4;-;-;-;32
"352080 Inúbia Paulista";-;-;-;-;-;-;-
"352090 Ipaussu";3;9;5;3;-;-;20
"352100 Iperó";-;-;-;-;-;-;-
"352110 Ipeúna";-;-;-;-;-;-;-
"352115 Ipiguá";-;-;-;-;-;-;-
"352120 Iporanga";-;-;-;-;-;-;-
"352130 Ipuã";1;6;1;2;-;-;10
"352140 Iracemápolis";-;-;-;-;-;-;-
"352150 Irapuã";-;-;-;-;-;-;-
"352160 Irapuru";-;-;-;-;-;-;-
"352170 Itaberá";-;-;-;-;-;-;-
"352180 Itaí";-;-;-;-;-;-;-
"352190 Itajobi";-;18;-;-;-;-;18
"352200 Itaju";-;-;-;-;-;-;-
"352210 Itanhaém";-;-;-;-;-;-;-
"352215 Itaóca";-;-;-;-;-;-;-
"352220 Itapecerica da Serra";-;60;-;-;347;-;407
"352230 Itapetininga";16;15;7;4;-;-;42
"352240 Itapeva";13;11;10;7;-;-;41
"352250 Itapevi";20;45;9;19;1;-;94
"352260 Itapira";18;12;6;8;367;-;411
"352265 Itapirapuã Paulista";-;-;-;-;-;-;-
"352270 Itápolis";10;17;3;-;-;-;30
"352280 Itaporanga";3;12;2;2;-;-;19
"352290 Itapuí";-;-;-;-;-;-;-
"352300 Itapura";-;-;-;-;-;-;-
"352310 Itaquaquecetuba";-;-;-;-;-;-;-
"352320 Itararé";4;4;8;-;-;-;16
"352330 Itariri";-;-;-;-;-;-;-
"352340 Itatiba";13;19;9;2;-;7;50
"352350 Itatinga";-;6;-;1;-;-;7
"352360 Itirapina";-;-;-;-;-;-;-
"352370 Itirapuã";-;-;-;-;-;-;-
"352380 Itobi";-;-;-;-;-;-;-
"352390 Itu";9;9;10;4;-;-;32
"352400 Itupeva";-;-;-;-;38;-;38
"352410 Ituverava";21;28;10;8;-;-;67
"352420 Jaborandi";-;-;-;-;-;-;-
"352430 Jaboticabal";24;25;13;4;90;-;156
"352440 Jacareí";67;85;24;15;3;2;196
"352450 Jaci";7;16;2;4;38;-;67
"352460 Jacupiranga";-;-;-;-;-;-;-
"352470 Jaguariúna";-;-;-;-;-;2;2
"352480 Jales";5;41;1;1;-;-;48
"352490 Jambeiro";-;-;-;-;-;-;-
"352500 Jandira";8;2;1;2;-;2;15
"352510 Jardinópolis";-;-;-;-;-;-;-
"352520 Jarinu";-;-;-;4;-;8;12
"352530 Jaú";60;83;20;10;10;1;184
"352540 Jeriquara";-;-;-;-;-;-;-
"352550 Joanópolis";-;-;-;-;-;-;-
"352560 João Ramalho";-;-;-;-;-;-;-
"352570 José Bonifácio";10;4;2;-;15;-;31
"352580 Júlio Mesquita";-;-;-;-;-;-;-
"352585 Jumirim";-;-;-;-;-;-;-
"352590 Jundiaí";139;81;77;28;19;33;377
"352600 Junqueirópolis";8;6;7;6;-;-;27
"352610 Juquiá";-;-;-;-;-;-;-
"352620 Juquitiba";-;53;3;3;-;-;59
"352630 Lagoinha";-;-;-;-;-;-;-
"352640 Laranjal Paulista";-;6;6;6;-;-;18
"352650 Lavínia";-;-;-;-;-;-;-
"352660 Lavrinhas";-;-;-;-;-;-;-
"352670 Leme";12;16;11;6;-;-;45
"352680 Lençóis Paulista";14;18;8;2;1;-;43
"352690 Limeira";91;54;30;27;-;1;203
"352700 Lindóia";-;-;-;-;-;-;-
"352710 Lins";34;38;14;11;3;4;104
"352720 Lorena";12;50;17;9;5;-;93
"352725 Lourdes";-;-;-;-;-;-;-
"352730 Louveira";1;1;2;1;-;-;5
"352740 Lucélia";-;5;-;-;-;-;5
"352750 Lucianópolis";-;-;-;-;-;-;-
"352760 Luís Antônio";-;-;-;-;-;-;-
"352770 Luiziânia";-;-;-;-;-;-;-
"352780 Lupércio";-;-;-;-;-;-;-
"352790 Lutécia";-;-;-;-;-;-;-
"352800 Macatuba";3;10;-;-;-;-;13
"352810 Macaubal";-;2;-;1;-;-;3
"352820 Macedônia";-;-;-;-;-;-;-
"352830 Magda";-;-;-;-;-;-;-
"352840 Mairinque";-;-;-;-;-;-;-
"352850 Mairiporã";1;2;1;1;-;1;6
"352860 Manduri";-;-;-;-;-;-;-
"352870 Marabá Paulista";-;-;-;-;-;-;-
"352880 Maracaí";1;2;-;1;-;-;4
"352885 Marapoama";-;-;-;-;-;-;-
"352890 Mariápolis";-;-;-;-;-;-;-
"352900 Marília";77;92;16;13;5;4;207
"352910 Marinópolis";-;-;-;-;-;-;-
"352920 Martinópolis";1;2;2;-;-;-;5
"352930 Matão";18;38;3;7;-;-;66
"352940 Mauá";84;72;24;23;5;5;213
"352950 Mendonça";-;-;-;-;-;-;-
"352960 Meridiano";-;-;-;-;-;-;-
"352965 Mesópolis";-;-;-;-;-;-;-
"352970 Miguelópolis";9;4;4;2;-;-;19
"352980 Mineiros do Tietê";-;-;-;-;-;-;-
"353000 Mira Estrela";-;-;-;-;-;-;-
"352990 Miracatu";-;-;-;-;-;-;-
"353010 Mirandópolis";-;-;-;-;-;-;-
"353020 Mirante do Paranapanema";-;-;-;-;-;-;-
"353030 Mirassol";21;20;6;4;-;-;51
"353040 Mirassolândia";-;-;-;-;-;-;-
"353050 Mococa";7;26;8;6;-;-;47
"353060 Mogi das Cruzes";124;108;34;17;-;13;296
"353070 Mogi Guaçu";48;59;43;42;-;-;192
"353080 Mogi Mirim";43;18;6;2;22;10;101
"353090 Mombuca";-;-;-;-;-;-;-
"353100 Monções";-;-;-;-;-;-;-
"353110 Mongaguá";-;-;-;-;-;-;-
"353120 Monte Alegre do Sul";-;-;-;-;-;-;-
"353130 Monte Alto";15;22;10;4;-;-;51
"353140 Monte Aprazível";2;27;6;15;-;-;50
"353150 Monte Azul Paulista";3;6;6;4;-;-;19
"353160 Monte Castelo";-;-;-;-;-;-;-
"353180 Monte Mor";8;-;1;-;-;-;9
"353170 Monteiro Lobato";-;-;-;-;-;-;-
"353190 Morro Agudo";4;6;2;2;-;-;14
"353200 Morungaba";3;6;-;-;-;1;10
"353205 Motuca";-;-;-;-;-;-;-
"353210 Murutinga do Sul";-;-;-;-;-;-;-
"353215 Nantes";-;-;-;-;-;-;-
"353220 Narandiba";-;-;-;-;-;-;-
"353230 Natividade da Serra";-;-;-;-;-;-;-
"353240 Nazaré Paulista";-;-;-;-;-;-;-
"353250 Neves Paulista";-;11;-;-;-;-;11
"353260 Nhandeara";-;17;5;3;69;-;94
"353270 Nipoã";-;-;-;-;-;-;-
"353280 Nova Aliança";-;-;-;-;-;-;-
"353282 Nova Campina";-;-;-;-;-;-;-
"353284 Nova Canaã Paulista";-;-;-;-;-;-;-
"353286 Nova Castilho";-;-;-;-;-;-;-
"353290 Nova Europa";1;2;1;1;-;-;5
"353300 Nova Granada";3;37;-;3;-;-;43
"353310 Nova Guataporanga";-;-;-;-;-;-;-
"353320 Nova Independência";-;-;-;-;-;-;-
"353330 Nova Luzitânia";-;-;-;-;-;-;-
"353340 Nova Odessa";-;-;-;-;-;-;-
"353325 Novais";-;-;-;-;-;-;-
"353350 Novo Horizonte";9;25;22;14;-;-;70
"353360 Nuporanga";-;-;-;-;-;-;-
"353370 Ocauçu";-;-;-;-;-;-;-
"353380 Óleo";-;-;-;-;-;-;-
"353390 Olímpia";6;16;12;2;-;1;37
"353400 Onda Verde";-;-;-;-;-;-;-
"353410 Oriente";-;-;-;-;-;-;-
"353420 Orindiúva";-;-;-;-;-;-;-
"353430 Orlândia";8;14;10;6;-;-;38
"353440 Osasco";104;110;41;27;6;12;300
"353450 Oscar Bressane";-;-;-;-;-;-;-
"353460 Osvaldo Cruz";14;6;2;2;-;-;24
"353470 Ourinhos";26;22;2;2;-;1;53
"353480 Ouro Verde";-;-;-;-;-;-;-
"353475 Ouroeste";-;5;-;-;-;-;5
"353490 Pacaembu";-;2;2;1;-;-;5
"353500 Palestina";-;-;-;-;-;-;-
"353510 Palmares Paulista";-;-;-;-;-;-;-
"353520 Palmeira d'Oeste";4;3;-;3;-;-;10
"353530 Palmital";4;6;4;4;-;-;18
"353540 Panorama";-;1;-;-;-;-;1
"353550 Paraguaçu Paulista";6;5;5;3;-;-;19
"353560 Paraibuna";-;-;-;-;-;-;-
"353570 Paraíso";-;-;-;-;-;-;-
"353580 Paranapanema";-;-;-;-;-;-;-
"353590 Paranapuã";-;-;-;-;-;-;-
"353600 Parapuã";-;5;1;-;-;-;6
"353610 Pardinho";-;-;-;-;-;-;-
"353620 Pariquera-Açu";-;-;-;-;-;-;-
"353625 Parisi";-;-;-;-;-;-;-
"353630 Patrocínio Paulista";-;10;2;-;-;-;12
"353640 Paulicéia";-;-;-;-;-;-;-
"353650 Paulínia";-;-;-;-;-;-;-
"353657 Paulistânia";-;-;-;-;-;-;-
"353660 Paulo de Faria";3;1;1;1;-;-;6
"353670 Pederneiras";4;10;2;-;-;-;16
"353680 Pedra Bela";-;-;-;-;-;-;-
"353690 Pedranópolis";-;-;-;-;-;-;-
"353700 Pedregulho";3;4;2;-;-;-;9
"353710 Pedreira";-;-;-;-;-;-;-
"353715 Pedrinhas Paulista";-;-;-;-;-;-;-
"353720 Pedro de Toledo";-;-;-;-;-;-;-
"353730 Penápolis";-;10;-;-;-;-;10
"353740 Pereira Barreto";1;2;1;1;-;-;5
"353750 Pereiras";-;-;-;-;-;-;-
"353760 Peruíbe";-;-;-;-;-;-;-
"353770 Piacatu";-;-;-;-;-;-;-
"353780 Piedade";1;7;1;1;-;-;10
"353790 Pilar do Sul";1;4;2;1;-;-;8
"353800 Pindamonhangaba";43;51;16;13;-;4;127
"353810 Pindorama";-;-;-;-;-;-;-
"353820 Pinhalzinho";-;-;-;-;-;-;-
"353830 Piquerobi";-;-;-;-;-;-;-
"353850 Piquete";-;-;-;-;-;-;-
"353860 Piracaia";2;2;2;2;-;-;8
"353870 Piracicaba";115;96;44;84;-;34;373
"353880 Piraju";5;10;4;-;-;-;19
"353890 Pirajuí";4;3;2;1;211;-;221
"353900 Pirangi";8;7;7;10;-;-;32
"353910 Pirapora do Bom Jesus";-;-;-;-;-;-;-
"353920 Pirapozinho";-;-;-;-;-;-;-
"353930 Pirassununga";14;15;5;3;57;-;94
"353940 Piratininga";-;3;-;-;-;-;3
"353950 Pitangueiras";3;8;6;1;-;-;18
"353960 Planalto";-;-;-;-;-;-;-
"353970 Platina";-;-;-;-;-;-;-
"353980 Poá";-;-;-;-;-;-;-
"353990 Poloni";-;-;-;-;-;-;-
"354000 Pompéia";1;2;1;1;-;-;5
"354010 Pongaí";-;-;-;-;-;-;-
"354020 Pontal";2;4;6;4;-;-;16
"354025 Pontalinda";-;-;-;-;-;-;-
"354030 Pontes Gestal";-;-;-;-;-;-;-
"354040 Populina";1;9;1;-;-;-;11
"354050 Porangaba";-;-;-;-;-;-;-
"354060 Porto Feliz";3;3;2;4;-;-;12
"354070 Porto Ferreira";8;9;4;1;-;-;22
"354075 Potim";-;-;-;-;-;-;-
"354080 Potirendaba";1;1;1;1;-;-;4
"354085 Pracinha";-;-;-;-;-;-;-
"354090 Pradópolis";-;-;-;-;-;-;-
"354100 Praia Grande";31;48;-;34;-;5;118
"354105 Pratânia";-;-;-;-;-;-;-
"354110 Presidente Alves";-;-;-;-;-;-;-
"354120 Presidente Bernardes";-;11;-;-;-;-;11
"354130 Presidente Epitácio";4;6;-;-;-;-;10
"354140 Presidente Prudente";155;207;22;63;12;17;476
"354150 Presidente Venceslau";8;14;10;4;-;-;36
"354160 Promissão";-;-;-;-;-;-;-
"354165 Quadra";-;-;-;-;-;-;-
"354170 Quatá";-;-;-;-;-;-;-
"354180 Queiroz";-;-;-;-;-;-;-
"354190 Queluz";-;-;-;-;-;-;-
"354200 Quintana";-;-;-;-;-;-;-
"354210 Rafard";-;-;-;-;-;-;-
"354220 Rancharia";13;14;5;-;-;-;32
"354230 Redenção da Serra";-;-;-;-;-;-;-
"354240 Regente Feijó";-;-;3;-;-;-;3
"354250 Reginópolis";-;-;-;-;-;-;-
"354260 Registro";11;22;12;2;-;6;53
"354270 Restinga";-;-;-;-;-;-;-
"354280 Ribeira";-;-;-;-;-;-;-
"354290 Ribeirão Bonito";2;3;1;-;-;-;6
"354300 Ribeirão Branco";-;-;-;1;-;-;1
"354310 Ribeirão Corrente";-;-;-;-;-;-;-
"354320 Ribeirão do Sul";-;-;-;-;-;-;-
"354323 Ribeirão dos Índios";-;-;-;-;-;-;-
"354325 Ribeirão Grande";-;-;-;-;-;-;-
"354330 Ribeirão Pires";30;43;16;25;-;-;114
"354340 Ribeirão Preto";361;264;33;32;76;49;815
"354360 Rifaina";-;-;-;-;-;-;-
"354370 Rincão";-;-;-;-;-;-;-
"354380 Rinópolis";-;1;2;-;-;-;3
"354390 Rio Claro";72;66;27;18;14;6;203
"354400 Rio das Pedras";1;1;1;1;-;-;4
"354410 Rio Grande da Serra";-;-;-;-;-;-;-
"354420 Riolândia";5;13;6;5;-;-;29
"354350 Riversul";-;-;-;-;-;-;-
"354425 Rosana";-;-;-;-;-;-;-
"354430 Roseira";-;40;-;-;-;-;40
"354440 Rubiácea";-;-;-;-;-;-;-
"354450 Rubinéia";-;-;-;-;-;-;-
"354460 Sabino";-;-;-;-;-;-;-
"354470 Sagres";-;-;-;-;-;-;-
"354480 Sales";-;-;-;-;-;-;-
"354490 Sales Oliveira";3;5;-;2;-;-;10
"354500 Salesópolis";1;1;-;-;-;-;2
"354510 Salmourão";-;-;-;-;-;-;-
"354515 Saltinho";-;-;-;-;-;-;-
"354520 Salto";24;11;8;1;-;4;48
"354530 Salto de Pirapora";2;2;-;1;-;-;5
"354540 Salto Grande";1;7;2;2;-;-;12
"354550 Sandovalina";-;-;-;-;-;-;-
"354560 Santa Adélia";3;8;1;5;-;-;17
"354570 Santa Albertina";-;-;-;-;-;-;-
"354580 Santa Bárbara d'Oeste";-;56;5;2;-;-;63
"354600 Santa Branca";-;-;-;-;-;-;-
"354610 Santa Clara d'Oeste";-;-;-;-;-;-;-
"354620 Santa Cruz da Conceição";-;-;-;-;-;-;-
"354625 Santa Cruz da Esperança";-;-;-;-;-;-;-
